Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services
50636,POMERADO HOSPITAL,15615 POMERADO ROAD,POWAY,CA,92064,SAN DIEGO,Acute Care Hospitals,Government - Hospital District or Authority,Yes
50641,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,CA,90023,LOS ANGELES,Acute Care Hospitals,Proprietary,No
50663,LOS ANGELES COMMUNITY HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES,CA,90023,LOS ANGELES,Acute Care Hospitals,Proprietary,Yes
50668,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,375 LAGUNA HONDA BLVD,SAN FRANCISCO,CA,94116,SAN FRANCISCO,Acute Care Hospitals,Government - Local,No
50674,KAISER FOUNDATION HOSP SO SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,SACRAMENTO,Acute Care Hospitals,Voluntary non-profit - Other,No
50677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,No
50678,ORANGE COAST MEMORIAL MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,ORANGE,Acute Care Hospitals,Proprietary,Yes
50684,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL B0ULEVARD,SUN CITY,CA,92585,RIVERSIDE,Acute Care Hospitals,Physician,No
50686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",10800 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,RIVERSIDE,Acute Care Hospitals,Voluntary non-profit - Other,Yes
50688,ST LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,CA,95020,SANTA CLARA,Acute Care Hospitals,Voluntary non-profit - Church,Yes
50689,SAN RAMON REGIONAL MEDICAL CTR,6001 NORRIS CANYON ROAD,SAN RAMON,CA,94583,CONTRA COSTA,Acute Care Hospitals,Proprietary,Yes
50690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA,CA,95403,SONOMA,Acute Care Hospitals,Voluntary non-profit - Other,Yes
50696,KECK HOSPITAL OF USC,1500 SAN PABLO ST,LOS ANGELES,CA,90033,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other,No
50697,PATIENTS' HOSPITAL OF REDDING,2900 EUREKA WAY,REDDING,CA,96001,SHASTA,Acute Care Hospitals,Physician,No
50701,SOUTHWEST HEALTHCARE SYSTEM,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,RIVERSIDE,Acute Care Hospitals,Proprietary,Yes
50704,MISSION COMMUNITY HOSPITAL,14850 ROSCOE BLVD,PANORAMA CITY,CA,91402,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,No
50708,FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO ST,FRESNO,CA,93710,FRESNO,Acute Care Hospitals,Proprietary,No
50709,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY RD,VICTORVILLE,CA,92395,SAN BERNARDINO,Acute Care Hospitals,Proprietary,Yes
50710,KAISER FOUNDATION HOSPITAL - FRESNO,7300 NORTH FRESNO ST,FRESNO,CA,93720,FRESNO,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,2900 CHANTICLEER AVENUE,SANTA CRUZ,CA,95065,SANTA CRUZ,Acute Care Hospitals,Voluntary non-profit - Private,No
50717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,7601 EAST IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,Acute Care Hospitals,Government - Local,No
50723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other,No
50724,BAKERSFIELD HEART HOSPITAL,3001 SILLECT AVENUE,BAKERSFIELD,CA,93308,KERN,Acute Care Hospitals,Proprietary,Yes
50726,STANISLAUS SURGICAL HOSPITAL,1421 OAKDALE ROAD,MODESTO,CA,95355,STANISLAUS,Acute Care Hospitals,Proprietary,No
50727,COMMUNITY HOSPITAL OF LONG BEACH,1720 TERMINO AVENUE,LONG BEACH,CA,90804,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50735,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA RD,WHITTIER,CA,90605,LOS ANGELES,Acute Care Hospitals,Proprietary,Yes
50736,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,CA,91754,LOS ANGELES,Acute Care Hospitals,Proprietary,No
50737,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,LOS ANGELES,Acute Care Hospitals,Proprietary,Yes
50738,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,91733,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,No
50739,CENTINELA HOSPITAL MEDICAL CENTER,555 EAST HARDY STREET,INGLEWOOD,CA,90301,LOS ANGELES,Acute Care Hospitals,Proprietary,No
50740,MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,CA,90291,LOS ANGELES,Acute Care Hospitals,Proprietary,Yes
50742,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,CA,90036,LOS ANGELES,Acute Care Hospitals,Proprietary,No
50744,ANAHEIM GLOBAL MEDICAL CENTER,1025 S ANAHEIM BLVD,ANAHEIM,CA,92805,ORANGE,Acute Care Hospitals,Proprietary,No
50745,CHAPMAN GLOBAL MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,CA,92869,ORANGE,Acute Care Hospitals,Proprietary,Yes
50746,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705,ORANGE,Acute Care Hospitals,Proprietary,Yes
50747,SOUTH COAST GLOBAL MEDICAL CENTER,2701 S BRISTOL ST,SANTA ANA,CA,92704,ORANGE,Acute Care Hospitals,Proprietary,Yes
50748,KAISER FOUNDATION HOSPITAL MANTECA,1777 WEST YOSEMITE AVE,MANTECA,CA,95337,SAN JOAQUIN,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50751,MIRACLE MILE MEDICAL CENTER,6000 SAN VICENTE BLVD,LOS ANGELES,CA,90036,LOS ANGELES,Acute Care Hospitals,Proprietary,No
50754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,MENLO PARK,CA,94025,SAN MATEO,Acute Care Hospitals,Voluntary non-profit - Private,No
50755,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50757,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,SAN DIEGO,Acute Care Hospitals,Proprietary,Yes
50758,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,SAN BERNARDINO,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,CONTRA COSTA,Acute Care Hospitals,Proprietary,Yes
50761,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50763,SILVER LAKE MEDICAL CENTER,1711 WEST TEMPLE STREET,LOS ANGELES,CA,90026,LOS ANGELES,Acute Care Hospitals,Proprietary,No
50764,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,96001,SHASTA,Acute Care Hospitals,Proprietary,Yes
50765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,Acute Care Hospitals,Voluntary non-profit - Other,Yes
50766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,YUBA CITY,CA,95991,SUTTER,Acute Care Hospitals,Physician,No
50767,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,95688,SOLANO,Acute Care Hospitals,Proprietary,Yes
50769,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,92618,ORANGE,Acute Care Hospitals,Proprietary,No
50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,92563,RIVERSIDE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50771,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,90650,LOS ANGELES,Acute Care Hospitals,Proprietary,Yes
50772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50773,SAN LEANDRO HOSPITAL,13855 E 14TH STREET,SAN LEANDRO,CA,94578,ALAMEDA,Acute Care Hospitals,Government - Hospital District or Authority,Yes
50775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,Acute Care Hospitals,Proprietary,Yes
50776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,Acute Care Hospitals,Proprietary,Yes
50777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,94577,ALAMEDA,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET SUITE A,LOMA LINDA,CA,92354,SAN BERNARDINO,Acute Care Hospitals,Voluntary non-profit - Church,No
50779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,90059,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50780,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,92780,ORANGE,Acute Care Hospitals,Proprietary,No
50781,SONOMA WEST MEDICAL CENTER,501 PETALUMA AVENUE,SEBASTOPOL,CA,95472,SONOMA,Acute Care Hospitals,Government - Local,Yes
50782,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,CA,91767,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,No
51300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,500 FIRST AVENUE,PORTOLA,CA,96122,PLUMAS,Critical Access Hospitals,Government - Hospital District or Authority,Yes
51301,ADVENTIST HEALTH TEHACHAPI VALLEY,115 WEST E STREET,TEHACHAPI,CA,93561,KERN,Critical Access Hospitals,Government - Hospital District or Authority,Yes
51302,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,CA,93545,INYO,Critical Access Hospitals,Government - Hospital District or Authority,Yes
51303,MAMMOTH HOSPITAL,85 SIERRA PARK ROAD PO BOX 660,MAMMOTH LAKES,CA,93546,MONO,Critical Access Hospitals,Government - Hospital District or Authority,Yes
51304,JOHN C FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL ROAD,MARIPOSA,CA,95338,MARIPOSA,Critical Access Hospitals,Government - Hospital District or Authority,Yes
51305,MAYERS MEMORIAL HOSPITAL,43563 HWY 299 EAST,FALL RIVER MILLS,CA,96028,SHASTA,Critical Access Hospitals,Government - Hospital District or Authority,Yes
51306,GLENN MEDICAL CENTER,1133 W SYCAMORE ST,WILLOWS,CA,95988,GLENN,Critical Access Hospitals,Government - Federal,Yes
51307,CATALINA ISLAND MEDICAL CENTER,100 FALLS CANYON ROAD,AVALON,CA,90704,LOS ANGELES,Critical Access Hospitals,Voluntary non-profit - Church,No
51308,SURPRISE VALLEY COMMUNITY HOSPITAL,741 NORTH MAIN STREET,CEDARVILLE,CA,96104,MODOC,Critical Access Hospitals,Government - Local,Yes
51309,JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR ST,GARBERVILLE,CA,95542,HUMBOLDT,Critical Access Hospitals,Government - Hospital District or Authority,Yes
51310,ADVENTIST HEALTH HOWARD MEMORIAL,1 MARCELA DR,WILLITS,CA,95490,MENDOCINO,Critical Access Hospitals,Voluntary non-profit - Church,Yes
51311,ORCHARD HOSPITAL,240 SPRUCE STREET,GRIDLEY,CA,95948,BUTTE,Critical Access Hospitals,Voluntary non-profit - Private,Yes
51312,MOUNTAINS COMMUNITY HOSPITAL,29101 HOSPITAL ROAD,LAKE ARROWHEAD,CA,92352,SAN BERNARDINO,Critical Access Hospitals,Government - Hospital District or Authority,Yes
51314,KERN VALLEY HEALTHCARE DISTRICT,6412 LAUREL AVE,LAKE ISABELLA,CA,93240,KERN,Critical Access Hospitals,Government - Hospital District or Authority,Yes
51315,TRINITY HOSPITAL,60 EASTER AVENUE,WEAVERVILLE,CA,96093,TRINITY,Critical Access Hospitals,Government - Hospital District or Authority,Yes
51316,FAIRCHILD MEDICAL CENTER,444 BRUCE STREET,YREKA,CA,96097,SISKIYOU,Critical Access Hospitals,Voluntary non-profit - Other,Yes
51317,ADVENTIST HEALTH CLEARLAKE,15630 18TH AVE - HWY 53,CLEARLAKE,CA,95422,LAKE,Critical Access Hospitals,Voluntary non-profit - Church,Yes
51318,REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,FORTUNA,CA,95540,HUMBOLDT,Critical Access Hospitals,Voluntary non-profit - Private,Yes
51319,MERCY MEDICAL CENTER MT SHASTA,914 PINE STREET,MOUNT SHASTA,CA,96067,SISKIYOU,Critical Access Hospitals,Voluntary non-profit - Other,Yes
51320,BANNER LASSEN MEDICAL CENTER,1800 SPRING RIDGE DRIVE,SUSANVILLE,CA,96130,LASSEN,Critical Access Hospitals,Voluntary non-profit - Private,Yes
51321,HEALDSBURG DISTRICT HOSPITAL,1375 UNIVERSITY AVENUE,HEALDSBURG,CA,95448,SONOMA,Critical Access Hospitals,Government - Hospital District or Authority,Yes
51323,COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVE,NEEDLES,CA,92363,SAN BERNARDINO,Critical Access Hospitals,Voluntary non-profit - Private,Yes
51324,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,CA,93514,INYO,Critical Access Hospitals,Government - Hospital District or Authority,Yes
51325,MENDOCINO COAST DISTRICT HOSPITAL,700 RIVER DR,FORT BRAGG,CA,95437,MENDOCINO,Critical Access Hospitals,Government - Hospital District or Authority,Yes
51326,PLUMAS DISTRICT HOSPITAL,1065 BUCKS LAKE ROAD,QUINCY,CA,95971,PLUMAS,Critical Access Hospitals,Government - Hospital District or Authority,Yes
51327,SENECA DISTRICT HOSPITAL,130 BRENTWOOD DRIVE,CHESTER,CA,96020,PLUMAS,Critical Access Hospitals,Voluntary non-profit - Other,Yes
51328,TAHOE FOREST HOSPITAL,10121 PINE AVE,TRUCKEE,CA,96161,NEVADA,Critical Access Hospitals,Government - Hospital District or Authority,Yes
51329,SUTTER LAKESIDE HOSPITAL,5176 HILL ROAD EAST,LAKEPORT,CA,95453,LAKE,Critical Access Hospitals,Voluntary non-profit - Private,Yes
51330,MODOC MEDICAL CENTER,228 W MCDOWELL AVE,ALTURAS,CA,96101,MODOC,Critical Access Hospitals,Government - Hospital District or Authority,Yes
51331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,CA,93463,SANTA BARBARA,Critical Access Hospitals,Voluntary non-profit - Private,Yes
51332,MARK TWAIN MEDICAL CENTER,768 MOUNTAIN RANCH RD,SAN ANDREAS,CA,95249,CALAVERAS,Critical Access Hospitals,Voluntary non-profit - Other,No
51333,RIDGECREST REGIONAL HOSPITAL,1081 NORTH CHINA LAKE BLVD,RIDGECREST,CA,93555,KERN,Critical Access Hospitals,Voluntary non-profit - Private,Yes
51334,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HWY,OJAI,CA,93023,VENTURA,Critical Access Hospitals,Voluntary non-profit - Private,Yes
51335,BEAR VALLEY COMMUNITY HOSPITAL,41870 GARSTIN DR,BIG BEAR LAKE,CA,92315,SAN BERNARDINO,Critical Access Hospitals,Government - Hospital District or Authority,No
53300,VALLEY CHILDREN'S HOSPITAL,9300 VALLEY CHILDRENS PLACE,MADERA,CA,93636,FRESNO,Childrens,Voluntary non-profit - Private,Yes
53301,CHILDREN'S HOSPITAL & RESEARCH CENTER OAKLAND,747 52ND STREET,OAKLAND,CA,94609,ALAMEDA,Childrens,Voluntary non-profit - Private,Yes
53302,CHILDREN'S HOSP OF LOS ANGELES,4650 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,Childrens,Voluntary non-profit - Private,Yes
53303,RADY CHILDREN'S HOSPITAL - SAN DIEGO,3020 CHILDRENS WAY,SAN DIEGO,CA,92123,SAN DIEGO,Childrens,Voluntary non-profit - Other,No
53304,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1201 W LA VETA AVE,ORANGE,CA,92868,ORANGE,Childrens,Voluntary non-profit - Other,No
53305,LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,725 WELCH ROAD,PALO ALTO,CA,94304,SANTA CLARA,Childrens,Voluntary non-profit - Private,No
53306,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR",MISSION VIEJO,CA,92691,ORANGE,Childrens,Voluntary non-profit - Private,Yes
53308,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,393 S TUSTIN STREET,ORANGE,CA,92866,ORANGE,Childrens,Proprietary,No
53309,MILLER CHILDREN'S HOSPITAL,2801 ATLANTIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,Childrens,Voluntary non-profit - Other,No
53310,SHRINERS HOSPITALS FOR CHILDREN,3160 GENEVA STREET,LOS ANGELES,CA,90020,LOS ANGELES,Childrens,Voluntary non-profit - Private,No
53311,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,2425 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,Childrens,Voluntary non-profit - Private,No
60001,NORTH COLORADO MEDICAL CENTER,1801 - 16TH STREET,GREELEY,CO,80631,WELD,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60003,LONGMONT UNITED HOSPITAL,1950 MOUNTAIN VIEW AVENUE,LONGMONT,CO,80501,BOULDER,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60004,PLATTE VALLEY MEDICAL CENTER,1600 PRAIRIE CENTER PARKWAY,BRIGHTON,CO,80601,ADAMS,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60006,MONTROSE MEMORIAL HOSPITAL,800 SOUTH 3RD STREET,MONTROSE,CO,81401,MONTROSE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60008,SAN LUIS VALLEY HEALTH,106 BLANCA AVE,ALAMOSA,CO,81101,ALAMOSA,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60009,LUTHERAN MEDICAL CENTER,8300 W 38TH AVE,WHEAT RIDGE,CO,80033,JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60010,POUDRE VALLEY HOSPITAL,1024 SOUTH LEMAY AVENUE,FORT COLLINS,CO,80524,LARIMER,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60011,DENVER HEALTH MEDICAL CENTER,777 BANNOCK STREET,DENVER,CO,80204,DENVER,Acute Care Hospitals,Government - State,Yes
60012,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,1008 MINNEQUA AVE,PUEBLO,CO,81004,PUEBLO,Acute Care Hospitals,Voluntary non-profit - Church,Yes
60013,MERCY REGIONAL MEDICAL CENTER,1010 THREE SPRINGS BLVD,DURANGO,CO,81301,LA PLATA,Acute Care Hospitals,Voluntary non-profit - Church,Yes
60014,PRESBYTERIAN ST LUKES MEDICAL CENTER,1719 E 19TH AVE,DENVER,CO,80218,DENVER,Acute Care Hospitals,Government - State,Yes
60015,CENTURA HEALTH-ST ANTHONY HOSPITAL,11600 WEST 2ND PLACE,LAKEWOOD,CO,80228,JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Church,Yes
60016,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,1338 PHAY AVENUE,CANON CITY,CO,81212,FREMONT,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60020,PARKVIEW MEDICAL CENTER INC,400 W 16TH STREET,PUEBLO,CO,81003,PUEBLO,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60022,UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,1400 EAST BOULDER STREET,COLORADO SPRINGS,CO,80909,EL PASO,Acute Care Hospitals,Government - Local,Yes
60023,ST MARYS  MEDICAL CENTER,2635 N 7TH STREET,GRAND JUNCTION,CO,81502,MESA,Acute Care Hospitals,Voluntary non-profit - Church,Yes
60024,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,12605 EAST 16TH AVENUE,AURORA,CO,80045,ADAMS,Acute Care Hospitals,Government - Hospital District or Authority,Yes
60027,FOOTHILLS HOSPITAL,4747 ARAPAHOE AVENUE,BOULDER,CO,80303,BOULDER,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60028,SAINT JOSEPH HOSPITAL,1375 EAST 19TH AVENUE,DENVER,CO,80218,DENVER,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60030,MCKEE MEDICAL CENTER,2000 BOISE AVE,LOVELAND,CO,80538,LARIMER,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 NORTH NEVADA AVENUE,COLORADO SPRINGS,CO,80907,EL PASO,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60032,ROSE MEDICAL CENTER,4567 E 9TH AVENUE,DENVER,CO,80220,DENVER,Acute Care Hospitals,Proprietary,Yes
60034,SWEDISH MEDICAL CENTER,501 E HAMPDEN AVENUE,ENGLEWOOD,CO,80113,ARAPAHOE,Acute Care Hospitals,Proprietary,Yes
60044,COLORADO PLAINS MEDICAL CENTER,1000 LINCOLN ST,FORT MORGAN,CO,80701,MORGAN,Acute Care Hospitals,Voluntary non-profit - Other,Yes
60049,UCHEALTH YAMPA VALLEY MEDICAL CENTER,1024 CENTRAL PARK DR,STEAMBOAT SPRINGS,CO,80487,ROUTT,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60054,COMMUNITY HOSPITAL,2351 'G' ROAD,GRAND JUNCTION,CO,81505,MESA,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,2525 SOUTH DOWNING STREET,DENVER,CO,80210,DENVER,Acute Care Hospitals,Voluntary non-profit - Church,Yes
60065,NORTH SUBURBAN MEDICAL CENTER,9191 GRANT ST,THORNTON,CO,80229,ADAMS,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60071,DELTA COUNTY MEMORIAL HOSPITAL,1501 E 3RD STREET,DELTA,CO,81416,DELTA,Acute Care Hospitals,Government - Local,Yes
60075,VALLEY VIEW HOSPITAL ASSOCIATION,1906 BLAKE AVE,GLENWOOD SPRINGS,CO,81601,GARFIELD,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60076,STERLING REGIONAL MEDCENTER,615 FAIRHURST ST,STERLING,CO,80751,LOGAN,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60096,VAIL HEALTH HOSPITAL,181 WEST MEADOW DRIVE,VAIL,CO,81657,EAGLE,Acute Care Hospitals,Voluntary non-profit - Other,Yes
60100,"MEDICAL CENTER OF AURORA, THE",1501 S POTOMAC ST,AURORA,CO,80012,ARAPAHOE,Acute Care Hospitals,Proprietary,Yes
60103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,100 HEALTH PARK DRIVE,LOUISVILLE,CO,80027,BOULDER,Acute Care Hospitals,Voluntary non-profit - Church,Yes
60104,ST ANTHONY NORTH HEALTH CAMPUS,14300 ORCHARD PARKWAY,WESTMINSTER,CO,80023,BROOMFIELD,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60107,NATIONAL JEWISH HEALTH,1400 JACKSON ST,DENVER,CO,80206,DENVER,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60112,SKY RIDGE MEDICAL CENTER,10101 RIDGEGATE PARKWAY,LONE TREE,CO,80124,DOUGLAS,Acute Care Hospitals,Voluntary non-profit - Other,Yes
60113,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,7700 S BROADWAY,LITTLETON,CO,80122,ARAPAHOE,Acute Care Hospitals,Voluntary non-profit - Church,Yes
60114,PARKER ADVENTIST HOSPITAL,9395 CROWN CREST BLVD,PARKER,CO,80138,DOUGLAS,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60116,GOOD SAMARITAN MEDICAL CENTER,200 EXEMPLA CIRCLE,LAFAYETTE,CO,80026,BOULDER,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60117,"ANIMAS SURGICAL HOSPITAL, LLC",575 RIVERGATE LANE,DURANGO,CO,81301,LA PLATA,Acute Care Hospitals,Physician,Yes
60118,ST ANTHONY SUMMIT MEDICAL CENTER,340 PEAK ONE DRIVE,FRISCO,CO,80443,SUMMIT,Acute Care Hospitals,Voluntary non-profit - Church,No
60119,MEDICAL CENTER OF THE ROCKIES,2500 ROCKY MOUNTAIN AVENUE,LOVELAND,CO,80538,LARIMER,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60124,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,11650 WEST 2ND PLACE,LAKEWOOD,CO,80228,JEFFERSON,Acute Care Hospitals,Proprietary,Yes
60125,CASTLE ROCK ADVENTIST HOSPITAL,2350 MEADOWS BOULEVARD,CASTLE ROCK,CO,80109,DOUGLAS,Acute Care Hospitals,Voluntary non-profit - Private,Yes
60126,BANNER FORT COLLINS MEDICAL CENTER,4700 LADY MOON DR,FORT COLLINS,CO,80528,LARIMER,Acute Care Hospitals,Voluntary non-profit - Other,Yes
60127,SCL HEALTH COMMUNITY HOSPITAL- NORTHGLENN,11900 GRANT ST STE 100,NORTHGLENN,CO,80233,ADAMS,Acute Care Hospitals,Proprietary,Yes
60128,LONGS PEAK HOSPITAL,1750 E. KEN PRATT BLVD,LONGMONT,CO,80504,WELD,Acute Care Hospitals,Voluntary non-profit - Private,Yes
61300,WEISBROD MEMORIAL COUNTY HOSPITAL,1208 LUTHER STREET,EADS,CO,81036,KIOWA,Critical Access Hospitals,Government - Hospital District or Authority,Yes
61301,RIO GRANDE HOSPITAL,310 COUNTY RD 14,DEL NORTE,CO,81132,RIO GRANDE,Critical Access Hospitals,Voluntary non-profit - Private,Yes
61302,COLORADO CANYONS HOSPITAL AND MEDICAL CENTER,300 WEST OTTLEY AVENUE,FRUITA,CO,81521,MESA,Critical Access Hospitals,Voluntary non-profit - Private,Yes
61303,EAST MORGAN COUNTY HOSPITAL,2400 W EDISON ST,BRUSH,CO,80723,MORGAN,Critical Access Hospitals,Government - Hospital District or Authority,Yes
61304,HAXTUN HOSPITAL DISTRICT,235 W FLETCHER STREET,HAXTUN,CO,80731,PHILLIPS,Critical Access Hospitals,Government - Hospital District or Authority,Yes
61305,MELISSA MEMORIAL HOSPITAL,1001 EAST JOHNSON STREET,HOLYOKE,CO,80734,PHILLIPS,Critical Access Hospitals,Government - Hospital District or Authority,Yes
